venda_id;vendedor;data_compra;veiculo;valor;comprador;forma_pagamento;;
1287;2;30/04/2022;29;450000;6522;cheque;;
1288;8;30/04/2022;5;200000;4261;parcelado;;
1289;8;30/04/2022;8;19000;4743;cheque;;
1290;1;30/04/2022;16;120000;6010;carne;;
1291;1;30/04/2022;28;41000;177;carne;;
1292;1;30/04/2022;19;32500;5847;cartao;;
1293;8;01/05/2022;28;41000;2560;avista;;
1294;8;01/05/2022;25;17500;4509;cartao;;
1295;2;01/05/2022;7;150000;3501;cheque;;
1296;1;01/05/2022;25;17500;1671;cheque;;
1297;2;01/05/2022;18;258000;2551;cartao;;
1298;1;01/05/2022;4;450000;4630;cartao;;
1299;8;01/05/2022;21;125000;6585;carne;;
1300;1;01/05/2022;12;123000;5892;cartao;;
1301;2;01/05/2022;4;450000;1535;cartao;;
1302;2;01/05/2022;9;45000;5788;parcelado;;
1303;8;01/05/2022;17;365300;7504;cartao;;
1304;2;01/05/2022;6;125000;940;carne;;
1305;2;01/05/2022;25;17500;3790;avista;;
1306;2;01/05/2022;29;450000;5931;cheque;;
1307;1;01/05/2022;7;150000;2727;cartao;;
1308;1;02/05/2022;22;365000;7326;parcelado;;
1309;1;02/05/2022;23;210000;3522;avista;;
1310;8;02/05/2022;23;210000;6989;parcelado;;
1311;1;02/05/2022;24;127000;1901;carne;;
1312;1;02/05/2022;19;32500;970;carne;;
1313;2;02/05/2022;24;127000;6251;cheque;;
1314;2;02/05/2022;5;200000;6190;carne;;
1315;8;02/05/2022;21;125000;7238;cartao;;
1316;8;02/05/2022;26;150000;3178;avista;;
1317;1;02/05/2022;29;450000;1273;parcelado;;
1318;2;02/05/2022;17;365300;350;parcelado;;
1319;8;02/05/2022;22;365000;1381;avista;;
1320;2;03/05/2022;14;17000;6488;cartao;;
1321;1;03/05/2022;8;19000;3157;parcelado;;
1322;8;03/05/2022;18;258000;3448;carne;;
1323;8;03/05/2022;21;125000;3283;cartao;;
1324;8;03/05/2022;25;17500;6759;avista;;
1325;1;03/05/2022;10;3500000;3369;avista;;
1326;1;03/05/2022;6;125000;5472;cheque;;
1327;2;03/05/2022;2;300000;2216;cheque;;
1328;8;03/05/2022;14;17000;670;avista;;
1329;1;03/05/2022;16;120000;7575;cartao;;
1330;8;03/05/2022;25;17500;5905;cheque;;
1331;8;03/05/2022;5;200000;4580;avista;;
1332;8;03/05/2022;21;125000;3004;parcelado;;
1333;8;03/05/2022;25;17500;107;avista;;
1334;8;03/05/2022;15;422000;1498;carne;;
1335;2;03/05/2022;26;150000;458;cartao;;
1336;1;03/05/2022;19;32500;5280;parcelado;;
1337;1;04/05/2022;1;3000000;178;avista;;
1338;1;04/05/2022;30;530000;2501;cartao;;
1339;2;04/05/2022;24;127000;6928;cartao;;
1340;1;04/05/2022;17;365300;2191;carne;;
1341;8;04/05/2022;15;422000;7451;carne;;
1342;8;04/05/2022;29;450000;5568;parcelado;;
1343;8;05/05/2022;6;125000;1793;avista;;
1344;2;05/05/2022;19;32500;7249;avista;;
1345;8;05/05/2022;29;450000;578;carne;;
1346;2;05/05/2022;16;120000;2772;carne;;
1347;8;05/05/2022;10;3500000;3220;cheque;;
1348;2;05/05/2022;6;125000;2917;carne;;
1349;1;05/05/2022;2;300000;2591;carne;;
1350;2;05/05/2022;28;41000;1246;cartao;;
1351;8;06/05/2022;25;17500;3892;parcelado;;
1352;1;06/05/2022;11;4200000;4851;cartao;;
1353;8;06/05/2022;20;30000;4087;cheque;;
1354;2;06/05/2022;20;30000;395;parcelado;;
1355;1;06/05/2022;1;3000000;6089;cartao;;
1356;2;06/05/2022;16;120000;2126;cheque;;
1357;2;06/05/2022;9;45000;910;avista;;
1358;2;06/05/2022;11;4200000;5112;parcelado;;
1359;1;06/05/2022;27;98000;3296;cartao;;
1360;1;06/05/2022;7;150000;7398;carne;;
1361;2;07/05/2022;5;200000;1822;parcelado;;
1362;1;07/05/2022;30;530000;4618;cartao;;
1363;1;07/05/2022;10;3500000;5365;avista;;
1364;1;07/05/2022;18;258000;3086;cheque;;
1365;1;07/05/2022;23;210000;2846;carne;;
1366;2;07/05/2022;14;17000;217;avista;;
1367;2;07/05/2022;3;20000;5119;avista;;
1368;8;07/05/2022;28;41000;537;avista;;
1369;1;07/05/2022;24;127000;790;carne;;
1370;2;08/05/2022;15;422000;1917;avista;;
1371;2;08/05/2022;1;3000000;4339;cartao;;
1372;8;08/05/2022;17;365300;2385;parcelado;;
1373;8;08/05/2022;10;3500000;5795;carne;;
1374;1;08/05/2022;5;200000;2966;cheque;;
1375;8;08/05/2022;28;41000;4369;avista;;
1376;1;08/05/2022;18;258000;5834;parcelado;;
1377;2;08/05/2022;11;4200000;2673;carne;;
1378;2;08/05/2022;8;19000;6826;parcelado;;
1379;1;08/05/2022;23;210000;2696;avista;;
1380;2;08/05/2022;25;17500;677;cartao;;
1381;1;08/05/2022;16;120000;1393;cheque;;
1382;1;09/05/2022;13;1200000;2499;cheque;;
1383;1;09/05/2022;12;123000;5638;avista;;
1384;8;09/05/2022;26;150000;7490;parcelado;;
1385;1;09/05/2022;11;4200000;6271;cartao;;
1386;8;09/05/2022;25;17500;3457;cartao;;
1387;8;09/05/2022;13;1200000;4187;cartao;;
1388;2;09/05/2022;19;32500;4497;parcelado;;
1389;1;10/05/2022;19;32500;2611;cheque;;
1390;1;10/05/2022;3;20000;4186;carne;;
1391;8;10/05/2022;27;98000;3939;carne;;
1392;2;10/05/2022;29;450000;909;carne;;
1393;8;10/05/2022;9;45000;3592;carne;;
1394;1;10/05/2022;4;450000;5265;parcelado;;
1395;8;10/05/2022;17;365300;4045;cartao;;
1396;2;10/05/2022;2;300000;5550;avista;;
1397;1;10/05/2022;14;17000;4655;cheque;;
1398;2;10/05/2022;3;20000;2683;parcelado;;
1399;1;10/05/2022;23;210000;3110;cartao;;
1400;8;10/05/2022;25;17500;4790;parcelado;;
1401;2;10/05/2022;17;365300;4944;cartao;;
1402;2;10/05/2022;24;127000;2344;cheque;;
1403;1;11/05/2022;18;258000;1456;cheque;;
1404;8;11/05/2022;1;3000000;625;parcelado;;
1405;1;11/05/2022;2;300000;357;carne;;
1406;1;11/05/2022;12;123000;3162;cheque;;
1407;2;11/05/2022;11;4200000;2087;parcelado;;
1408;1;11/05/2022;11;4200000;4866;carne;;
1409;1;11/05/2022;10;3500000;1975;avista;;
1410;8;11/05/2022;20;30000;4423;cartao;;
1411;8;12/05/2022;20;30000;258;avista;;
1412;2;12/05/2022;1;3000000;2901;avista;;
1413;2;12/05/2022;15;422000;1120;carne;;
1414;8;12/05/2022;9;45000;4903;cartao;;
1415;1;12/05/2022;28;41000;6434;carne;;
1416;2;12/05/2022;9;45000;4760;cheque;;
1417;1;12/05/2022;27;98000;4430;carne;;
1418;1;12/05/2022;8;19000;6269;avista;;
1419;1;12/05/2022;24;127000;2199;avista;;
1420;8;12/05/2022;12;123000;1014;carne;;
1421;2;13/05/2022;26;150000;6803;parcelado;;
1422;2;13/05/2022;23;210000;4089;cartao;;
1423;2;13/05/2022;20;30000;4792;cheque;;
1424;2;13/05/2022;11;4200000;2854;parcelado;;
1425;2;13/05/2022;23;210000;198;parcelado;;
1426;1;13/05/2022;8;19000;2123;cheque;;
1427;1;13/05/2022;14;17000;4421;cheque;;
1428;2;13/05/2022;16;120000;2978;cartao;;
1429;1;13/05/2022;9;45000;7182;cartao;;
1430;2;13/05/2022;17;365300;921;avista;;
1431;8;13/05/2022;9;45000;510;cheque;;
1432;2;13/05/2022;13;1200000;1600;carne;;
1433;2;14/05/2022;30;530000;6662;avista;;
1434;2;14/05/2022;15;422000;6648;avista;;
1435;2;14/05/2022;30;530000;6301;parcelado;;
1436;1;14/05/2022;3;20000;6366;carne;;
1437;1;14/05/2022;1;3000000;3484;cheque;;
1438;8;14/05/2022;30;530000;1742;parcelado;;
1439;8;14/05/2022;16;120000;3377;carne;;
1440;2;14/05/2022;6;125000;6943;carne;;
1441;8;14/05/2022;29;450000;2769;cartao;;
1442;2;14/05/2022;1;3000000;7250;avista;;
1443;2;14/05/2022;1;3000000;7276;cartao;;
1444;1;15/05/2022;7;150000;1813;carne;;
1445;8;15/05/2022;5;200000;5030;cartao;;
1446;2;15/05/2022;25;17500;2857;cheque;;
1447;8;15/05/2022;30;530000;2874;parcelado;;
1448;1;15/05/2022;27;98000;1663;carne;;
1449;2;15/05/2022;14;17000;2394;cartao;;
1450;2;15/05/2022;29;450000;3722;avista;;
1451;1;16/05/2022;14;17000;4865;parcelado;;
1452;2;16/05/2022;1;3000000;6995;carne;;
1453;1;16/05/2022;23;210000;6005;cheque;;
1454;1;16/05/2022;9;45000;6615;parcelado;;
1455;8;16/05/2022;21;125000;3491;cartao;;
1456;8;16/05/2022;1;3000000;5080;cheque;;
1457;2;16/05/2022;11;4200000;4747;parcelado;;
1458;2;16/05/2022;4;450000;228;avista;;
1459;2;16/05/2022;21;125000;953;cheque;;
1460;2;16/05/2022;16;120000;1625;cartao;;
1461;2;16/05/2022;18;258000;7273;carne;;
1462;8;16/05/2022;23;210000;5982;cartao;;
1463;1;16/05/2022;4;450000;7667;cheque;;
1464;8;17/05/2022;12;123000;2852;carne;;
1465;8;17/05/2022;5;200000;6508;cartao;;
1466;8;17/05/2022;10;3500000;3430;parcelado;;
1467;2;17/05/2022;24;127000;3935;carne;;
1468;1;17/05/2022;10;3500000;2824;cartao;;
1469;8;18/05/2022;25;17500;2529;carne;;
1470;1;18/05/2022;6;125000;609;avista;;
1471;8;18/05/2022;20;30000;4309;cheque;;
1472;2;18/05/2022;9;45000;2450;avista;;
1473;1;18/05/2022;24;127000;4878;carne;;
1474;8;18/05/2022;23;210000;3595;cartao;;
1475;8;18/05/2022;9;45000;4687;avista;;
1476;2;18/05/2022;13;1200000;6338;avista;;
1477;8;18/05/2022;7;150000;5704;cheque;;
1478;8;18/05/2022;19;32500;6258;avista;;
1479;1;19/05/2022;4;450000;4505;cartao;;
1480;8;19/05/2022;19;32500;1933;avista;;
1481;1;19/05/2022;22;365000;4760;parcelado;;
1482;2;19/05/2022;30;530000;6031;cartao;;
1483;8;19/05/2022;30;530000;2672;avista;;
1484;2;19/05/2022;1;3000000;1475;carne;;
1485;2;19/05/2022;29;450000;7553;cheque;;
1486;8;19/05/2022;8;19000;2764;avista;;
1487;2;19/05/2022;25;17500;626;cartao;;
1488;8;19/05/2022;19;32500;458;avista;;
1489;1;19/05/2022;15;422000;665;avista;;
1490;2;20/05/2022;24;127000;3301;carne;;
1491;8;20/05/2022;24;127000;856;cheque;;
1492;8;20/05/2022;14;17000;5186;carne;;
1493;2;20/05/2022;15;422000;5825;cheque;;
1494;2;20/05/2022;7;150000;7307;carne;;
1495;1;20/05/2022;3;20000;4273;cheque;;
1496;2;20/05/2022;11;4200000;252;cheque;;
1497;1;20/05/2022;2;300000;3952;carne;;
1498;8;20/05/2022;5;200000;5702;carne;;
1499;2;20/05/2022;1;3000000;5479;avista;;
1500;2;21/05/2022;9;45000;787;carne;;
1501;1;21/05/2022;22;365000;3121;avista;;
1502;2;21/05/2022;30;530000;2575;carne;;
1503;1;21/05/2022;17;365300;4185;cheque;;
1504;8;21/05/2022;9;45000;7290;avista;;
1505;1;21/05/2022;11;4200000;3620;cheque;;
1506;8;21/05/2022;23;210000;2329;cartao;;
1507;8;21/05/2022;21;125000;2940;carne;;
1508;1;21/05/2022;14;17000;1921;cartao;;
1509;1;21/05/2022;27;98000;4232;cartao;;
1510;1;21/05/2022;27;98000;2510;avista;;
1511;2;21/05/2022;8;19000;1843;avista;;
1512;2;22/05/2022;15;422000;134;cartao;;
1513;2;22/05/2022;23;210000;6916;cheque;;
1514;1;22/05/2022;12;123000;6099;cartao;;
1515;2;22/05/2022;4;450000;4782;parcelado;;
1516;8;22/05/2022;8;19000;4492;parcelado;;
1517;2;22/05/2022;20;30000;91;parcelado;;
1518;8;22/05/2022;17;365300;4402;parcelado;;
1519;1;22/05/2022;9;45000;4196;avista;;
1520;8;22/05/2022;11;4200000;1680;parcelado;;
1521;8;22/05/2022;12;123000;6005;cartao;;
1522;2;22/05/2022;7;150000;315;cartao;;
1523;1;22/05/2022;27;98000;3000;cheque;;
1524;8;22/05/2022;23;210000;6837;parcelado;;
1525;2;22/05/2022;18;258000;3697;parcelado;;
1526;8;23/05/2022;10;3500000;5159;cartao;;
1527;8;23/05/2022;24;127000;3070;cheque;;
1528;1;23/05/2022;4;450000;1829;cheque;;
1529;8;23/05/2022;26;150000;1086;cartao;;
1530;2;23/05/2022;29;450000;4129;avista;;
1531;8;23/05/2022;27;98000;1783;cheque;;
1532;8;23/05/2022;2;300000;4965;cartao;;
1533;1;23/05/2022;21;125000;7181;cartao;;
1534;1;23/05/2022;18;258000;5061;avista;;
1535;1;23/05/2022;11;4200000;7439;cheque;;
1536;2;23/05/2022;25;17500;63;carne;;
1537;1;24/05/2022;19;32500;1003;cheque;;
1538;2;24/05/2022;22;365000;1200;avista;;
1539;2;24/05/2022;8;19000;475;carne;;
1540;1;24/05/2022;28;41000;6323;cartao;;
1541;8;24/05/2022;20;30000;1668;cheque;;
1542;1;24/05/2022;30;530000;7198;cheque;;
1543;1;24/05/2022;9;45000;197;cartao;;
1544;2;24/05/2022;30;530000;6258;parcelado;;
1545;8;24/05/2022;29;450000;980;cheque;;
1546;8;24/05/2022;25;17500;3145;avista;;
1547;8;25/05/2022;13;1200000;1318;cartao;;
1548;2;25/05/2022;14;17000;615;avista;;
1549;2;25/05/2022;12;123000;6129;cheque;;
1550;2;25/05/2022;2;300000;1288;parcelado;;
1551;2;25/05/2022;10;3500000;389;cheque;;
1552;8;25/05/2022;22;365000;4652;carne;;
1553;2;25/05/2022;2;300000;4742;cheque;;
1554;1;25/05/2022;13;1200000;6953;carne;;
1555;8;25/05/2022;27;98000;86;cheque;;
1556;2;25/05/2022;30;530000;7214;avista;;
1557;1;25/05/2022;2;300000;2814;avista;;
1558;1;26/05/2022;9;45000;3922;cheque;;
1559;1;26/05/2022;7;150000;4662;cheque;;
1560;8;26/05/2022;17;365300;5525;parcelado;;
1561;8;26/05/2022;3;20000;3821;carne;;
1562;1;26/05/2022;21;125000;1325;carne;;
1563;8;26/05/2022;1;3000000;381;carne;;
1564;2;26/05/2022;13;1200000;1126;avista;;
1565;2;26/05/2022;25;17500;6943;cheque;;
1566;8;26/05/2022;27;98000;5143;carne;;
1567;1;26/05/2022;5;200000;3806;cartao;;
1568;2;26/05/2022;6;125000;5643;cartao;;
1569;2;26/05/2022;22;365000;7046;carne;;
1570;2;26/05/2022;1;3000000;2756;cartao;;
1571;8;26/05/2022;13;1200000;2215;cartao;;
1572;2;26/05/2022;24;127000;5502;carne;;
1573;1;27/05/2022;30;530000;4501;avista;;
1574;2;27/05/2022;29;450000;4935;carne;;
1575;8;27/05/2022;4;450000;3674;cartao;;
1576;8;27/05/2022;13;1200000;1173;carne;;
1577;2;27/05/2022;25;17500;1814;avista;;
1578;2;27/05/2022;23;210000;5075;parcelado;;
1579;8;27/05/2022;28;41000;2986;cheque;;
1580;8;27/05/2022;30;530000;2026;carne;;
1581;8;27/05/2022;1;3000000;4137;avista;;
1582;8;27/05/2022;22;365000;7428;parcelado;;
1583;8;27/05/2022;23;210000;3611;cartao;;
1584;2;27/05/2022;24;127000;3987;cheque;;
1585;8;27/05/2022;17;365300;1504;carne;;
1586;2;28/05/2022;1;3000000;3651;parcelado;;
1587;2;28/05/2022;10;3500000;7675;carne;;
1588;8;28/05/2022;29;450000;3418;cartao;;
1589;1;28/05/2022;29;450000;3566;carne;;
1590;8;28/05/2022;7;150000;3492;carne;;
1591;8;28/05/2022;15;422000;1779;carne;;
1592;1;28/05/2022;30;530000;4232;carne;;
1593;1;28/05/2022;17;365300;704;parcelado;;
1594;8;28/05/2022;7;150000;1788;avista;;
1595;1;28/05/2022;27;98000;5303;avista;;
1596;1;28/05/2022;10;3500000;418;cartao;;
1597;2;28/05/2022;30;530000;2850;cheque;;
1598;8;29/05/2022;29;450000;2990;cheque;;
1599;2;29/05/2022;9;45000;869;avista;;
1600;1;29/05/2022;22;365000;827;parcelado;;
1601;2;29/05/2022;10;3500000;6600;cartao;;
1602;1;29/05/2022;3;20000;3790;cartao;;
1603;1;29/05/2022;28;41000;2056;parcelado;;
1604;8;29/05/2022;19;32500;6569;carne;;
1605;8;29/05/2022;26;150000;4400;cartao;;
1606;2;29/05/2022;30;530000;4419;carne;;
1607;8;29/05/2022;13;1200000;1498;parcelado;;
1608;1;29/05/2022;5;200000;1818;carne;;
1609;2;29/05/2022;24;127000;6600;carne;;
1610;8;30/05/2022;9;45000;2036;cheque;;
1611;8;30/05/2022;8;19000;1221;carne;;
1612;1;30/05/2022;11;4200000;1451;carne;;
1613;1;30/05/2022;29;450000;3640;carne;;
1614;1;30/05/2022;17;365300;3624;parcelado;;
1615;8;30/05/2022;28;41000;7476;cartao;;
1616;2;30/05/2022;6;125000;4387;carne;;
1617;1;30/05/2022;6;125000;6831;cartao;;
1618;8;30/05/2022;15;422000;4253;cartao;;
1619;1;31/05/2022;25;17500;2835;carne;;
1620;2;31/05/2022;6;125000;6756;carne;;
1621;8;31/05/2022;25;17500;7324;parcelado;;
1622;1;31/05/2022;4;450000;6490;parcelado;;
1623;2;31/05/2022;8;19000;4704;avista;;
1624;8;31/05/2022;22;365000;3154;cartao;;
1625;8;31/05/2022;4;450000;6988;parcelado;;
1626;2;31/05/2022;17;365300;2425;carne;;
1627;1;31/05/2022;17;365300;7390;parcelado;;
1628;8;31/05/2022;13;1200000;1560;avista;;
1629;1;31/05/2022;17;365300;2591;avista;;
1630;2;31/05/2022;15;422000;6139;carne;;
1631;1;31/05/2022;9;45000;2441;avista;;
1632;8;01/06/2022;28;41000;4986;carne;;
1633;2;01/06/2022;29;450000;3194;cheque;;
1634;1;01/06/2022;23;210000;7699;cheque;;
1635;1;01/06/2022;9;45000;4011;avista;;
1636;1;01/06/2022;21;125000;1566;cheque;;
1637;2;01/06/2022;7;150000;6073;parcelado;;
1638;2;01/06/2022;1;3000000;2074;carne;;
1639;1;01/06/2022;22;365000;7136;avista;;
1640;2;01/06/2022;10;3500000;6089;avista;;
1641;8;01/06/2022;2;300000;1612;cheque;;
1642;2;01/06/2022;16;120000;907;cheque;;
1643;1;01/06/2022;30;530000;1114;cheque;;
1644;8;01/06/2022;6;125000;5971;cheque;;
1645;2;01/06/2022;18;258000;4508;carne;;
1646;8;01/06/2022;29;450000;1318;cheque;;
1647;8;01/06/2022;10;3500000;3047;avista;;
1648;8;02/06/2022;23;210000;2476;avista;;
1649;8;02/06/2022;14;17000;5901;cartao;;
1650;1;02/06/2022;6;125000;6866;cheque;;
1651;2;02/06/2022;20;30000;6830;parcelado;;
1652;2;02/06/2022;14;17000;7146;cheque;;
1653;2;02/06/2022;26;150000;927;avista;;
1654;2;02/06/2022;12;123000;4565;avista;;
1655;2;03/06/2022;4;450000;2436;avista;;
1656;8;03/06/2022;10;3500000;2621;cheque;;
1657;2;03/06/2022;15;422000;2873;cartao;;
1658;8;03/06/2022;10;3500000;5780;cheque;;
1659;8;03/06/2022;29;450000;1376;carne;;
1660;2;03/06/2022;17;365300;3963;carne;;
1661;2;03/06/2022;10;3500000;6786;parcelado;;
1662;2;03/06/2022;1;3000000;5922;avista;;
1663;8;03/06/2022;27;98000;7584;carne;;
1664;2;03/06/2022;18;258000;4745;cartao;;
1665;8;03/06/2022;29;450000;3727;cartao;;
1666;2;03/06/2022;6;125000;1938;cartao;;
1667;1;04/06/2022;27;98000;2163;carne;;
1668;8;04/06/2022;3;20000;6921;avista;;
1669;8;04/06/2022;19;32500;5985;avista;;
1670;2;04/06/2022;12;123000;3264;parcelado;;
1671;1;04/06/2022;8;19000;1465;parcelado;;
1672;2;04/06/2022;23;210000;6538;avista;;
1673;2;04/06/2022;28;41000;2021;cheque;;
1674;1;04/06/2022;18;258000;141;carne;;
1675;2;04/06/2022;27;98000;2712;carne;;
1676;2;04/06/2022;13;1200000;6062;carne;;
1677;2;05/06/2022;9;45000;1467;parcelado;;
1678;8;05/06/2022;18;258000;2927;carne;;
1679;2;05/06/2022;14;17000;1384;carne;;
1680;1;05/06/2022;23;210000;2489;parcelado;;
1681;1;05/06/2022;19;32500;6432;carne;;
1682;8;05/06/2022;13;1200000;7515;parcelado;;
1683;1;05/06/2022;29;450000;68;cheque;;
1684;8;05/06/2022;14;17000;4861;cheque;;
1685;8;05/06/2022;27;98000;702;cheque;;
1686;8;05/06/2022;29;450000;2382;cheque;;
1687;2;05/06/2022;6;125000;670;parcelado;;
1688;1;06/06/2022;1;3000000;4990;carne;;
1689;1;06/06/2022;14;17000;2305;cartao;;
1690;2;06/06/2022;3;20000;5852;parcelado;;
1691;8;06/06/2022;13;1200000;3914;avista;;
1692;2;06/06/2022;25;17500;4853;carne;;
1693;1;06/06/2022;27;98000;6293;cartao;;
1694;1;06/06/2022;5;200000;4500;carne;;
1695;1;06/06/2022;30;530000;5871;cartao;;
1696;1;06/06/2022;5;200000;674;avista;;
1697;8;06/06/2022;6;125000;2906;parcelado;;
1698;2;07/06/2022;29;450000;6228;cheque;;
1699;2;07/06/2022;16;120000;6444;parcelado;;
1700;1;07/06/2022;19;32500;3329;cartao;;
1701;1;07/06/2022;17;365300;766;carne;;
1702;2;07/06/2022;20;30000;3445;cheque;;
1703;1;07/06/2022;26;150000;5614;carne;;
1704;1;07/06/2022;23;210000;7559;carne;;
1705;1;07/06/2022;11;4200000;4458;avista;;
1706;8;07/06/2022;12;123000;183;avista;;
1707;1;07/06/2022;23;210000;2008;carne;;
1708;1;07/06/2022;27;98000;5783;cartao;;
1709;8;07/06/2022;12;123000;391;cheque;;
1710;8;08/06/2022;8;19000;7630;parcelado;;
1711;1;08/06/2022;1;3000000;7021;cartao;;
1712;8;08/06/2022;7;150000;1108;parcelado;;
1713;1;08/06/2022;7;150000;618;parcelado;;
1714;2;08/06/2022;2;300000;647;carne;;
1715;2;08/06/2022;20;30000;3388;parcelado;;
1716;1;08/06/2022;30;530000;1253;cartao;;
1717;1;09/06/2022;26;150000;1039;parcelado;;
1718;1;09/06/2022;15;422000;4324;cartao;;
1719;8;09/06/2022;23;210000;2929;cheque;;
1720;8;09/06/2022;28;41000;5575;parcelado;;
1721;2;10/06/2022;30;530000;3574;cheque;;
1722;1;10/06/2022;23;210000;2811;cheque;;
1723;2;10/06/2022;30;530000;2653;cheque;;
1724;2;10/06/2022;6;125000;7386;avista;;
1725;8;10/06/2022;12;123000;4212;carne;;
1726;1;11/06/2022;22;365000;7383;avista;;
1727;2;11/06/2022;4;450000;4680;cheque;;
1728;8;11/06/2022;8;19000;3662;cheque;;
1729;1;11/06/2022;2;300000;788;cartao;;
1730;1;11/06/2022;1;3000000;5874;cheque;;
1731;2;11/06/2022;30;530000;4835;carne;;
1732;8;11/06/2022;13;1200000;7555;carne;;
1733;1;11/06/2022;22;365000;6236;cheque;;
1734;1;11/06/2022;18;258000;3139;cheque;;
1735;8;11/06/2022;5;200000;744;carne;;
1736;1;11/06/2022;12;123000;5802;avista;;
1737;8;11/06/2022;19;32500;5107;carne;;
1738;2;11/06/2022;1;3000000;358;cartao;;
1739;2;11/06/2022;18;258000;2293;avista;;
1740;8;12/06/2022;7;150000;7654;carne;;
1741;8;12/06/2022;25;17500;6885;cartao;;
1742;2;12/06/2022;6;125000;1583;cartao;;
1743;1;12/06/2022;11;4200000;3245;cartao;;
1744;8;12/06/2022;18;258000;7345;parcelado;;
1745;1;12/06/2022;15;422000;5533;parcelado;;
1746;1;12/06/2022;19;32500;1342;cheque;;
1747;2;12/06/2022;13;1200000;2700;carne;;
1748;8;12/06/2022;25;17500;5530;avista;;
1749;1;13/06/2022;14;17000;6039;parcelado;;
1750;2;13/06/2022;3;20000;402;avista;;
1751;8;13/06/2022;17;365300;2781;avista;;
1752;8;13/06/2022;22;365000;2302;parcelado;;
1753;2;13/06/2022;9;45000;4739;avista;;
1754;1;14/06/2022;1;3000000;417;carne;;
1755;1;14/06/2022;2;300000;7250;parcelado;;
1756;8;14/06/2022;17;365300;3142;cheque;;
1757;2;14/06/2022;13;1200000;4116;parcelado;;
1758;1;14/06/2022;8;19000;5701;avista;;
1759;8;14/06/2022;27;98000;6231;avista;;
1760;2;14/06/2022;14;17000;5027;cheque;;
1761;2;14/06/2022;28;41000;1243;avista;;
1762;8;14/06/2022;25;17500;2213;parcelado;;
1763;2;15/06/2022;26;150000;4671;parcelado;;
1764;2;15/06/2022;3;20000;1987;carne;;
1765;1;15/06/2022;22;365000;5823;cartao;;
1766;8;15/06/2022;8;19000;6205;cheque;;
1767;8;15/06/2022;20;30000;2441;carne;;
1768;1;15/06/2022;25;17500;4144;parcelado;;
1769;8;15/06/2022;3;20000;2250;carne;;
1770;2;15/06/2022;13;1200000;573;parcelado;;
1771;2;15/06/2022;16;120000;7644;cheque;;
1772;8;16/06/2022;22;365000;6670;parcelado;;
1773;8;16/06/2022;20;30000;3307;parcelado;;
1774;2;16/06/2022;21;125000;4139;carne;;
1775;2;16/06/2022;29;450000;6069;cheque;;
1776;2;16/06/2022;9;45000;3505;parcelado;;
1777;8;16/06/2022;7;150000;5719;parcelado;;
1778;8;16/06/2022;22;365000;1691;cheque;;
1779;8;16/06/2022;6;125000;4364;cartao;;
1780;1;16/06/2022;14;17000;262;carne;;
1781;1;16/06/2022;14;17000;3830;avista;;
1782;2;16/06/2022;13;1200000;4562;parcelado;;
1783;1;16/06/2022;9;45000;3689;parcelado;;
1784;8;16/06/2022;6;125000;653;avista;;
1785;1;17/06/2022;25;17500;7342;avista;;
1786;1;17/06/2022;13;1200000;6029;cartao;;
1787;2;17/06/2022;18;258000;6332;cheque;;
1788;2;17/06/2022;2;300000;1038;cartao;;
1789;1;17/06/2022;5;200000;3222;cartao;;
1790;8;17/06/2022;24;127000;2900;parcelado;;
1791;8;17/06/2022;5;200000;6058;avista;;
1792;2;17/06/2022;22;365000;6859;carne;;
1793;8;17/06/2022;2;300000;7659;carne;;
1794;2;17/06/2022;5;200000;6604;cartao;;
1795;1;17/06/2022;2;300000;6356;cheque;;
1796;8;17/06/2022;3;20000;1286;cartao;;
1797;8;17/06/2022;27;98000;7441;cheque;;
1798;8;17/06/2022;13;1200000;4305;parcelado;;
1799;8;17/06/2022;19;32500;6152;avista;;
1800;1;18/06/2022;7;150000;2670;cheque;;
1801;1;18/06/2022;26;150000;2294;cheque;;
1802;8;18/06/2022;6;125000;5995;cartao;;
1803;2;18/06/2022;2;300000;1884;carne;;
1804;2;18/06/2022;21;125000;6323;parcelado;;
1805;1;18/06/2022;2;300000;1718;cheque;;
1806;1;18/06/2022;12;123000;7284;parcelado;;
1807;8;18/06/2022;3;20000;1259;avista;;
1808;1;18/06/2022;22;365000;7592;cartao;;
1809;8;18/06/2022;8;19000;5081;cartao;;
1810;8;18/06/2022;18;258000;6711;parcelado;;
1811;8;18/06/2022;12;123000;504;cartao;;
1812;2;18/06/2022;2;300000;4900;carne;;
1813;1;19/06/2022;10;3500000;4468;cheque;;
1814;1;19/06/2022;29;450000;6101;cheque;;
1815;2;19/06/2022;19;32500;1260;cheque;;
1816;1;19/06/2022;14;17000;4619;parcelado;;
1817;1;19/06/2022;29;450000;6312;parcelado;;
1818;1;19/06/2022;9;45000;971;avista;;
1819;1;19/06/2022;8;19000;1203;avista;;
1820;2;19/06/2022;27;98000;2617;carne;;
1821;1;19/06/2022;15;422000;3408;cheque;;
1822;2;20/06/2022;24;127000;4093;carne;;
1823;2;20/06/2022;7;150000;1322;avista;;
1824;2;20/06/2022;3;20000;1913;cartao;;
1825;2;20/06/2022;7;150000;5602;avista;;
1826;8;20/06/2022;18;258000;7315;parcelado;;
1827;8;20/06/2022;30;530000;2538;parcelado;;
